,index,video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count,rep_start,rep_end
671,1975,6glQQIb5Tc0,mountain climber (exercise),60,70,60.0,63.837171,2,0,115
672,1976,6zBw9IVnqCU,mountain climber (exercise),0,10,0.0,5.827586,23,0,174
673,1977,618m6c3UoVc,mountain climber (exercise),0,10,0.0,5.372039,6,0,161
674,1978,68_ETI6A_lA,mountain climber (exercise),0,10,7.007007,9.976643,7,210,299
675,1979,7BP2kpwkvBY,mountain climber (exercise),12,22,12.0,20.641975,4,0,259
676,1980,7UV-0U1aqnQ,mountain climber (exercise),12,22,12.0,15.64,2,0,109
677,1981,7ihH8eUEJSA,mountain climber (exercise),3,13,3.367684,12.392653,7,11,281
678,1982,8MUKFlFAOHs,mountain climber (exercise),0,10,0.0,2.902903,5,0,87
679,1983,8MUKFlFAOHs,mountain climber (exercise),0,10,5.672339,8.475142,4,170,254
680,1984,8Vo0XKjvGyU,mountain climber (exercise),14,24,14.0,23.976643,19,0,299
681,1985,8gtxBbw7Dy8,mountain climber (exercise),27,37,34.007007,36.943277,3,210,298
682,1986,8x70ER-FoWY,mountain climber (exercise),0,10,0.366667,9.6,19,11,288
683,1987,9BOBcx51Ul4,mountain climber (exercise),0,10,0.633967,9.976643,40,19,299
684,1988,9HMp2bgMR9k,mountain climber (exercise),65,75,65.0,73.28,5,0,248
685,1989,9Vg1ztUd6OE,mountain climber (exercise),0,10,1.301301,9.976643,5,39,299
686,1990,96rvT8LhoyQ,mountain climber (exercise),0,10,7.6,10.0,3,228,300
687,1991,-P7Z6zbTZ_c,mountain climber (exercise),0,10,0.0,7.707708,20,0,231
688,1992,--65_UAU7ao,mountain climber (exercise),0,10,0.216884,6.306306,5,6,189
689,2461,AHwJMCXiM60,pull ups,27,37,27.0,36.943277,4,0,298
690,2462,Akwdggv-91g,pull ups,38,48,38.0,47.926593,4,0,297
691,2463,BYHQ4KptOM4,pull ups,15,25,15.0,21.0,2,0,180
692,2464,Bg2uQMSKXew,pull ups,19,29,19.0,27.9,2,0,266
693,2465,BrtUG9jAsJI,pull ups,2,12,2.766667,11.966667,3,23,299
694,2466,ENr1x2kcNcU,pull ups,160,170,160.0,169.943277,3,0,298
695,2467,E6G-o7adOsg,pull ups,7,17,7.0,16.976643,5,0,299
696,2468,Fy2fOJBuLuc,pull ups,9,19,9.0,18.968302,5,0,299
697,2469,GZz-Ra1nElE,pull ups,4,14,4.0,13.7,4,0,291
698,2470,GjVPcCoTz5U,pull ups,9,19,9.0,18.976643,15,0,299
699,2471,HSrGAlk5ouQ,pull ups,6,16,14.0,16.0,2,240,300
700,2472,HesycfeXGkY,pull ups,2,12,2.0,11.976643,3,0,299
701,2473,HmB1_QAHP0w,pull ups,2,12,2.0,7.233333,2,0,156
702,2474,Iw3X6M-uzbg,pull ups,1,11,4.32,11.0,4,99,300
703,2475,JjfhAAxftEQ,pull ups,0,10,0.0,9.976643,4,0,299
704,2476,KUnNPTXpYE4,pull ups,10,20,15.9,20.0,2,177,300
705,2477,LPQSm5megAo,pull ups,0,10,1.201201,7.107107,3,36,213
706,2478,LUlt4tPj5SQ,pull ups,4,14,4.0,8.337671,3,0,130
707,2479,LxkdL0tGGxE,pull ups,0,10,0.0,4.270938,3,0,128
708,2480,L2_sNxxvmuw,pull ups,0,10,0.0,9.976643,10,0,299
709,2481,MxDffDOCT-Q,pull ups,22,32,22.04,32.0,3,1,300
710,2482,M1YMl8AU94I,pull ups,2,12,2.0,4.950055,2,0,88
711,2483,M1YMl8AU94I,pull ups,2,12,5.70472,11.879254,2,111,296
712,2484,NFcwjLi-rJI,pull ups,12,22,12.0,22.0,3,0,300
713,2485,NvqLMRadijE,pull ups,28,38,29.64,33.0,3,49,150
714,2486,NvqLMRadijE,pull ups,28,38,34.64,36.0,2,199,240
715,2487,N4HNxuOIVEs,pull ups,29,39,29.0,38.976643,7,0,299
716,2488,OhQcWwqQDR4,pull ups,42,52,42.1001,51.976643,3,3,299
717,2489,O4MXIrHhqZo,pull ups,5,15,7.9,14.966667,2,87,299
718,2490,O8YcnJT4ofs,pull ups,0,10,0.5,7.466667,2,15,224
719,2491,O-q0UK1CV-M,pull ups,1,11,1.0,6.36,3,0,160
720,2492,O-q0UK1CV-M,pull ups,1,11,8.2,11.0,2,215,300
721,2493,PFISl6mVwtk,pull ups,45,55,45.0,50.1,2,0,153
722,2494,PTT6LnLSAnY,pull ups,11,21,11.0,18.255983,3,0,217
723,2495,QMlSvIJtR0M,pull ups,4,14,5.037578,13.969775,8,31,299
724,2496,SxNHZthT2ZY,pull ups,7,17,7.0,16.976643,9,0,299
725,2497,TindOf7zyXM,pull ups,36,46,36.0,42.133333,2,0,183
726,2498,TmiLrzwQL9k,pull ups,0,10,0.5,8.766667,2,15,263
727,2499,T42G2fwjorc,pull ups,263,273,264.868535,272.943277,4,56,298
728,2500,Uh9dsi8DgeU,pull ups,62,72,62.0,70.528187,5,0,255
729,2501,Uj7VQlHIltM,pull ups,101,111,101.0,107.239573,5,0,187
730,2502,U7fP08R37EA,pull ups,13,23,18.088422,22.968302,5,152,299
731,2503,VUoItcXFPZ4,pull ups,214,224,214.0,221.474141,2,0,224
732,2504,VXvnQ6vnSTQ,pull ups,4,14,4.0,14.0,3,0,300
733,2505,ViYnvdBMR6g,pull ups,19,29,19.0,29.0,8,0,300
734,2506,WGadHIMsrdU,pull ups,2,12,2.68,12.0,3,20,300
735,2507,Wkp3jAkX8O4,pull ups,3,13,3.966667,13.0,6,29,300
736,2508,W_vw0P8EVwQ,pull ups,220,230,220.0,227.207207,2,0,216
737,2509,Xbg8VJgNQPE,pull ups,5,15,6.3,9.133333,2,38,123
738,2510,XusWRe8zQ5o,pull ups,0,10,3.203203,9.976643,5,96,299
739,2511,YWVwDBOHAIY,pull ups,10,20,10.0,20.0,6,0,300
740,2512,YaHfRx04h4o,pull ups,171,181,171.0,175.08,3,0,122
741,2513,YoY4176oESc,pull ups,28,38,30.833333,37.958333,2,84,298
742,2514,ayzMLAVi7yk,pull ups,9,19,9.0,14.572239,3,0,167
743,2515,bnlI4BASlXI,pull ups,17,27,17.0,26.50951,3,0,285
744,2516,b6hO0rMRYjs,pull ups,98,108,100.166667,105.833333,3,65,234
745,2517,cAzCteOHbs8,pull ups,42,52,42.900901,48.139473,2,27,184
746,2518,cMIycT3cpFg,pull ups,23,33,27.033333,31.166667,2,120,245
747,2519,dP4U9YJrn0M,pull ups,290,300,292.736069,293.370037,2,82,101
748,2520,dcwAzUBtqEw,pull ups,13,23,13.0,17.6,2,0,138
749,2521,eU7N2ythUn8,pull ups,31,41,37.833333,40.966667,2,204,299
750,2522,efQJ44Mk6BM,pull ups,2,12,3.568235,11.976643,5,47,299
751,2523,f7doRCZCwIc,pull ups,78,88,78.0,81.5,2,0,105
752,2524,gTqhkWubSTc,pull ups,142,152,146.571848,151.944604,2,137,298
753,2525,gh77V08SQ34,pull ups,46,56,46.0,54.48,2,0,254
754,2526,iKIKRztPIpQ,pull ups,16,26,16.0,26.0,5,0,300
755,2527,ip9QSaU7bxw,pull ups,20,30,20.0,27.273941,3,0,218
756,2528,i65riznGWiA,pull ups,56,66,61.533333,66.0,4,165,300
757,2529,jC4O7gWJjPk,pull ups,6,16,6.0,10.537871,3,0,136
758,2530,jhXmytynunU,pull ups,1,11,1.0,11.0,5,0,300
759,2531,kBuEWVA9vL8,pull ups,387,397,388.901902,393.639973,2,57,199
760,2532,kGDIhlrBW0M,pull ups,0,10,0.0,7.333333,2,0,219
761,2533,klHQVbogkYw,pull ups,37,47,37.0,44.766667,2,0,233
762,2534,lgdXb6xpFns,pull ups,4,14,4.0,11.173841,3,0,215
763,2535,loJ5MlMt6EU,pull ups,18,28,18.0,20.566667,2,0,77
764,2536,mddh-9tTmRs,pull ups,2,12,2.0,7.2,3,0,156
765,2537,mkSvldU_VUw,pull ups,1,11,1.0,11.0,2,0,300
766,2538,mq1g4JeDNUE,pull ups,2,12,2.0,5.333333,2,0,99
767,2539,mq1g4JeDNUE,pull ups,2,12,9.566667,11.966667,2,227,299
768,2540,onNF_bQxOMg,pull ups,20,30,23.603604,29.676343,2,108,290
769,2541,opoIUl4eXTU,pull ups,0,10,4.166667,10.0,6,125,300
770,2542,pPYiKNX9ixE,pull ups,5,15,10.5,15.0,2,165,300
771,2543,p_uEhbOO_zM,pull ups,0,10,5.7,10.0,3,171,300
772,2544,q9QerhiDQEE,pull ups,1,11,3.202202,10.976643,3,66,299
773,2545,rFRinf9b-Vw,pull ups,1,11,1.0,11.0,2,0,300
774,2546,rXKhJeF0HlU,pull ups,3,13,4.0,9.04,2,30,181
775,2547,reAv60s7fqY,pull ups,0,10,0.133467,8.341675,3,4,250
776,2548,rlgoBYYovXo,pull ups,0,10,0.0,9.976643,2,0,299
777,2549,s59PqZ9TTq0,pull ups,7,17,7.0,12.386544,2,0,161
778,2550,t-CZwdY1UiQ,pull ups,15,25,22.733333,25.0,2,231,300
779,2551,uOhXAckJNv0,pull ups,6,16,6.0,12.317478,2,0,189
780,2552,uwWZ8y17R9o,pull ups,2,12,2.0,10.151699,4,0,244
781,2553,u90afcIihIE,pull ups,8,18,9.301301,17.976643,2,39,299
782,2554,v0KanSlWnPE,pull ups,10,20,10.0,16.366667,3,0,191
783,2555,v4f5T8cPbHA,pull ups,10,20,10.0,17.207207,2,0,216
784,2556,wbgBlaE_wEA,pull ups,89,99,89.0,98.28,2,0,278
785,2557,y2OiEe3K-8c,pull ups,3,13,3.0,12.966667,7,0,299
786,2558,0Mfq1D151S0,pull ups,18,28,22.804805,27.943277,3,144,298
787,2559,0zJGjSfj7e8,pull ups,28,38,28.0,37.960892,4,0,298
788,2560,1KKjEWgqx5M,pull ups,4,14,4.0,8.266667,3,0,128
789,2561,1cZ2I-8DR-Q,pull ups,4,14,4.0,13.968302,5,0,299
790,2562,2BC4P5QWDSk,pull ups,8,18,8.2,14.1,4,5,183
791,2563,2p19BDth7Zc,pull ups,3,13,8.133333,12.133333,3,153,273
792,2564,4dloJkmJdRY,pull ups,9,19,9.0,18.976643,5,0,299
793,2565,4oz23cNENRo,pull ups,5,15,5.0,10.085993,2,0,152
794,2566,5fot95w8NGM,pull ups,0,10,0.0,9.766667,3,0,293
795,2567,6JXEO-ms9eM,pull ups,5,15,5.966667,15.0,5,29,300
796,2568,6wpbwI5sbUo,pull ups,0,10,1.533333,9.9,4,45,297
797,2569,61GrOGdE31E,pull ups,10,20,10.0,17.540874,4,0,226
798,2570,7QmGi3r4RPE,pull ups,4,14,4.033333,14.0,3,0,300
799,2571,79Nhi4_lrOM,pull ups,9,19,9.0,19.0,5,0,300
800,2572,8nNRVvJwl8Y,pull ups,11,21,14.76,17.12,2,112,183
801,2573,9VHz73p7Gfo,pull ups,26,36,26.0,36.0,6,0,300
802,2574,-KSqZByq0GM,pull ups,1,11,1.0,10.976643,4,0,299
803,2575,-YGCyGLovbw,pull ups,1,11,4.178533,10.90364,2,95,297
804,2628,Ao7exaIcpaY,push up,451,461,451.0,456.238572,3,0,157
805,2629,CnXUdZq7bBc,push up,2,12,2.933333,12.0,5,27,300
806,2630,C7eF-MQdX1E,push up,97,107,97.0,106.968302,4,0,299
807,2631,DP5RiHOjxdE,push up,4,14,4.0,7.183333,2,0,95
808,2632,ErGscxt3t_Q,push up,61,71,61.0,66.12151,6,0,153
809,2633,ErGscxt3t_Q,push up,61,71,67.201044,70.991966,4,186,299
810,2634,FCkfdQ3KxI8,push up,0,10,0.0,9.776443,5,0,293
811,2635,FIY9yDhVSRk,push up,2,12,2.0,11.976643,6,0,299
812,2636,GDDNo4blYwg,push up,1,11,2.60533,7.862784,2,48,205
813,2637,G1E_vGTK4PI,push up,11,21,11.733333,21.0,5,21,300
814,2638,G-_DB4PFkdw,push up,13,23,17.254609,22.969133,2,127,299
815,2639,HC0Zfmb0BaA,push up,18,28,18.0,24.167667,3,0,185
816,2640,Her-N-H0XuA,push up,0,10,0.0,5.805806,3,0,174
817,2641,HuPElYmJkSM,push up,0,10,4.637971,9.976643,2,139,299
818,2642,H3jFGyezU40,push up,4,14,5.034368,13.009009,3,31,270
819,2643,IGa1LkBsHr0,push up,0,10,3.148982,9.968302,3,94,299
820,2644,Id6sSnT2Ug4,push up,42,52,45.766667,52.0,3,113,300
821,2645,I5x_x9JJM-I,push up,2,12,2.5,12.0,2,15,300
822,2646,JxSRn4zMND8,push up,22,32,22.0,26.0,4,0,120
823,2647,J5UH-E8zclg,push up,0,10,0.0,10.0,9,0,300
824,2648,KbfkqJrgRKY,push up,13,23,13.0,23.0,5,0,300
825,2649,K0UwjwmKsXs,push up,1,11,2.3,8.8,2,38,234
826,2650,LiRRgqFRdss,push up,0,10,0.0,9.70971,5,0,291
827,2651,MXtr11J0iDQ,push up,0,10,3.370037,9.976643,2,101,299
828,2652,M065ZpAKuyY,push up,30,40,30.0,40.0,6,0,300
829,2653,NC0-2f9j_JA,push up,10,20,11.101101,19.976643,2,33,299
830,2654,NdO9CtNi5O4,push up,113,123,113.0,118.505506,6,0,165
831,2655,OaXW4R2pnSo,push up,20,30,20.0,25.083333,2,0,152
832,2656,Py0A9wWkWao,push up,198,208,198.0,202.12,5,0,123
833,2657,P5rp2d06wfY,push up,7,17,7.0,16.976643,8,0,299
834,2658,Q1tc0M0ot8Q,push up,0,10,6.466667,10.0,3,194,300
835,2659,RRzj1ZjFrnw,push up,50,60,51.568235,57.374041,2,47,221
836,2660,SB5cHBrvR_k,push up,24,34,24.0,28.20339,3,0,126
837,2661,SV2TfzJ7Qv4,push up,5,15,5.0,9.266667,5,0,128
838,2662,TpVucPxEEjY,push up,11,21,11.0,21.0,5,0,300
839,2663,T9odnWLsJNo,push up,37,47,37.0,38.9,2,0,56
840,2664,V5b4W8-VsuE,push up,1,11,6.822489,9.475141,2,174,254
841,2665,WHtxC3mCGIQ,push up,0,10,1.366667,10.0,4,41,300
842,2666,Wba1CfX_V-g,push up,5,15,5.0,11.406406,3,0,192
843,2667,Wyojc0Clzsk,push up,74,84,74.0,80.56,7,0,196
844,2668,XBbhsHyE7lQ,push up,41,51,41.0,49.967301,3,0,269
845,2669,YU0gWh72a3k,push up,15,25,15.0,24.968302,3,0,299
846,2670,Y4KxhBCgypY,push up,4,14,4.0,13.833334,3,0,295
847,2671,ZuCAObqE5FA,push up,71,81,71.0,75.375,5,0,131
848,2672,ZuCAObqE5FA,push up,71,81,76.1875,78.5,3,155,225
849,2673,Z9tFsZVNMnE,push up,14,24,14.0,23.968302,4,0,299
850,2674,abgmV0xuCrk,push up,0,10,0.0,8.333333,5,0,249
851,2675,a2LBOKwdPcQ,push up,12,22,12.0,18.006006,3,0,180
852,2676,bX15GI0K2tI,push up,17,27,17.0,22.390836,6,0,161
853,2677,biEC7Pji7Bg,push up,14,24,15.735068,23.50951,2,52,285
854,2678,cRzgxM3TXBQ,push up,199,209,203.717776,208.974726,4,141,299
855,2679,dDJ0XSTFR-8,push up,89,99,89.0,99.0,2,0,300
856,2680,dh7h-JxMpvE,push up,14,24,14.0,22.733333,3,0,261
857,2681,d8b9uhan7Iw,push up,0,10,0.0,9.1,5,0,273
858,2682,eADfklkBhuc,push up,170,180,170.0,174.193224,2,0,125
859,2683,eCJQXspc-wc,push up,7,17,7.0,12.36,2,0,160
860,2684,ekhHO6lmWVM,push up,133,143,140.7,143.0,3,230,300
861,2685,f2AfRV7qCnE,push up,6,16,6.0,15.976643,5,0,299
862,2686,gKIatQ9Op4k,push up,1,11,3.802803,10.976643,4,84,299
863,2687,gunrbtpgbdg,push up,2,12,2.0,11.442776,4,0,283
864,2688,hdgTCJym5RQ,push up,6,16,6.0,16.0,3,0,300
865,2689,hmmHo5cNFLI,push up,10,20,10.0,16.1,3,0,183
866,2690,jCxVv9RSgZ8,push up,25,35,31.433333,35.0,3,192,300
867,2691,jGbDC5Bvkqw,push up,10,20,10.0,15.533333,3,0,165
868,2692,jkNsir4WeqU,push up,21,31,21.0,24.625,2,0,108
869,2693,kxv73he4kDU,push up,31,41,31.0,40.943277,11,0,298
870,2694,k53ogCacHIQ,push up,58,68,58.0,62.304304,4,0,129
871,2695,l5S2XPBkw4k,push up,1,11,1.0,11.0,3,0,300
872,2696,mL2Nd80FrL8,push up,15,25,16.2,24.166667,2,35,275
873,2697,miNX6dg_arc,push up,160,170,160.0,168.491826,6,0,254
874,2698,m408i9NFQIY,push up,2,12,3.866667,11.133333,3,56,273
875,2699,m-PPEGH6NnU,push up,5,15,5.0,14.209209,5,0,276
876,2700,nHal5q656nM,push up,13,23,13.0,20.273941,3,0,218
877,2701,nbUE66uzfCc,push up,0,10,1.266667,10.0,3,38,300
878,2702,nkLICaRvBcc,push up,22,32,27.005005,31.309309,2,150,279
879,2703,nownoHeS1o0,push up,48,58,48.0,52.6,5,0,138
880,2704,n4M5qV8mJx8,push up,154,164,154.0,156.64,2,0,79
881,2705,obz3O4z-3ek,push up,20,30,20.0,28.666667,7,0,260
882,2706,ogWXu54IOn0,push up,0,10,2.569236,6.706707,4,77,201
883,2707,o-MFiXz3hYA,push up,12,22,12.0,21.989645,8,0,299
884,2708,pCWdCVKE2qo,push up,0,10,0.0,6.206206,4,0,186
885,2709,peKDv8NQfiA,push up,7,17,7.0,16.233333,3,0,276
886,2710,pgYR9m-3QyQ,push up,23,33,23.235952,32.977416,7,7,299
887,2711,r97GsJhJ8No,push up,5,15,7.6,14.68,3,77,290
888,2712,s-HmfE-SEH8,push up,186,196,186.0,190.5,2,0,135
889,2713,s-HmfE-SEH8,push up,186,196,192.366667,195.966667,2,191,299
890,2714,u9XyJmAGV0c,push up,13,23,13.0,23.0,6,0,300
891,2715,vABY-LpZupQ,push up,3,13,3.0,13.0,7,0,300
892,2716,zgigSgrb3qU,push up,12,22,12.0,21.633333,2,0,288
893,2717,0Tx0CZMDs4c,push up,64,74,71.574241,73.943277,2,227,298
894,2718,0hcQA5YDZKQ,push up,10,20,10.0,14.838172,3,0,145
895,2719,07eq1ZyNg_U,push up,18,28,18.0,27.976643,11,0,299
896,2720,1ByGCqjw_wk,push up,3,13,3.0,12.833333,5,0,294
897,2721,1TaZpm1NH9w,push up,2,12,7.533333,11.066667,3,165,272
898,2722,2RLoQCFdz4Y,push up,16,26,16.0,26.0,4,0,300
899,2723,2gpYQfN3Wo0,push up,305,315,305.0,315.0,10,0,300
900,2724,2wMk-qSPpLk,push up,149,159,151.72,157.6,3,81,257
901,2725,2-m13VKbJbU,push up,5,15,5.0,9.421457,4,0,132
902,2726,2-m13VKbJbU,push up,5,15,12.841829,14.969133,2,235,299
903,2727,3QnXCGe6xZA,push up,13,23,14.083334,21.116667,3,32,243
904,2728,38qMM1XuRIg,push up,1,11,1.0,10.6,4,0,288
905,2729,4F5Rk5BkqQg,push up,0,10,0.604167,10.0,4,18,300
906,2730,4rVzE8sDKf8,push up,19,29,19.0,23.971638,3,0,149
907,2731,4s6xVt9PPIM,push up,71,81,72.301301,76.005005,2,39,150
908,2732,4s6xVt9PPIM,push up,71,81,77.47314,80.943277,2,194,298
909,2733,45_0XZPzQzg,push up,40,50,40.0,42.247462,3,0,67
910,2734,5E3-5buOI6c,push up,50,60,50.0,52.235569,3,0,67
911,2735,5ttD_SCeNB0,push up,27,37,27.0,30.378378,5,0,101
912,2736,59jzy3eVo30,push up,3,13,3.533333,12.566667,6,15,287
913,2737,6DaSiT8LNYg,push up,3,13,3.0,13.0,2,0,300
914,2738,7hlpmIqsyKg,push up,8,18,8.0,17.666667,2,0,290
915,2739,7zAlYPCPLPo,push up,16,26,16.0,25.968302,3,0,299
916,2740,7-oMB0k0sSM,push up,317,327,317.0,326.976643,3,0,299
917,2741,8MNF_2cWwp0,push up,0,10,0.0,9.884885,2,0,296
918,2742,8fT_bwJtgBA,push up,38,48,38.0,48.0,13,0,300
919,2743,9D0XkGNKVMw,push up,14,24,14.0,19.633333,2,0,168
920,2744,9U6RcrJd5TM,push up,26,36,26.0,32.56,6,0,196
921,2745,9gUnrgesMWU,push up,6,16,6.0,13.841175,6,0,235
922,2746,9p2g3Cqo-8w,push up,134,144,134.0,135.49186,2,0,44
923,2747,-WTRl_h5XKg,push up,118,128,118.0,126.5,7,0,255
924,2748,-7BiugaROUM,push up,16,26,16.0,25.976643,3,0,299
925,2749,_bt8UWqCZB4,push up,17,27,17.0,23.52,2,0,195
926,2750,_uRAdM3_VtU,push up,0,10,2.583333,10.0,3,77,300
927,2751,_yG3rt8mN2c,push up,0,10,0.0,10.0,6,0,300
928,3296,AKqfjLSVcyA,situp,167,177,167.0,172.105105,2,0,153
929,3297,Ak7kzAqsux8,situp,301,311,301.466666,306.066667,4,13,152
930,3298,Ak7kzAqsux8,situp,301,311,307.233334,310.5,2,187,285
931,3299,Bd-S-ZsC81Y,situp,77,87,77.0,82.905906,3,0,177
932,3300,BnZg4ep_jCQ,situp,16,26,16.0,25.910335,2,0,297
933,3301,BvjDYKFngfo,situp,21,31,21.0,28.285714,6,0,218
934,3302,CEJ2xw0JIzA,situp,43,53,43.0,52.275943,2,0,278
935,3303,CFAUgks60Uk,situp,4,14,4.0,9.638972,2,0,169
936,3304,Caebi4zqm3M,situp,43,53,43.0,53.0,5,0,300
937,3305,Chbr24XvaLY,situp,0,10,0.2,10.0,3,6,300
938,3306,Cr0pR8QtiyU,situp,2,12,2.0,11.976643,2,0,299
939,3307,C1MU1YPGMCo,situp,3,13,3.0,7.704705,3,0,141
940,3308,DcuQTFggX7w,situp,2,12,2.0,9.107107,2,0,213
941,3309,D0OkEB-9Q20,situp,16,26,17.071505,25.929281,2,32,297
942,3310,D6qsoGKFBLc,situp,0,10,3.28,9.12,3,98,273
943,3311,D81bPB9uNE4,situp,5,15,5.55055,14.676343,2,16,290
944,3312,D--Fa71ta14,situp,83,93,83.0,93.0,4,0,300
945,3313,FJ6e_GUk7yU,situp,0,10,3.03637,9.976643,4,91,299
946,3314,GfkjdaxsFo0,situp,5,15,5.0,14.976643,5,0,299
947,3315,G4A4EqFCfvg,situp,2,12,2.0,12.0,4,0,300
948,3316,HbjMqcg3W0c,situp,0,10,4.116667,10.0,2,123,300
949,3317,IOxZMj62_MM,situp,46,56,46.0,55.951333,4,0,298
950,3318,JV3gDDL_Jsk,situp,3,13,4.368035,12.976643,4,41,299
951,3319,KXABd5PdqXA,situp,2,12,2.0,12.0,4,0,300
952,3320,LA38-1fNFsM,situp,14,24,15.768435,23.976643,3,53,299
953,3321,LEJJVj8Fc1M,situp,0,10,2.466667,9.033333,3,74,270
954,3322,N7F3yyEYfyI,situp,16,26,16.0,26.0,2,0,300
955,3323,OcaWxD1FVBg,situp,0,10,0.0,7.917418,3,0,237
956,3324,OpIYD5M5AKU,situp,8,18,8.0,17.576243,2,0,287
957,3325,O3lkN99vPRY,situp,27,37,29.133333,37.0,4,63,300
958,3326,Qf10VMC2urc,situp,53,63,53.0,63.0,7,0,300
959,3327,TAfiVPo1vg8,situp,18,28,18.0,28.0,5,0,300
960,3328,TQ7uQxFwVow,situp,5,15,5.0,12.931034,4,0,237
961,3329,UCYYQKaYwPg,situp,0,10,2.566667,10.0,2,77,300
962,3330,W8nFy14i4-4,situp,1,11,1.0,10.976643,4,0,299
963,3331,aJTF-3Gno6g,situp,6,16,6.0,15.994318,2,0,299
964,3332,bdYIqiUIwoI,situp,5,15,5.0,12.64,2,0,229
965,3333,b28i58Epq6Y,situp,0,10,1.601602,9.976643,5,48,299
966,3334,b3N5X088cRk,situp,44,54,47.04,54.0,4,91,300
967,3335,b59v3QqAU50,situp,17,27,20.770437,26.976643,2,113,299
968,3336,c2ovcn-VOyI,situp,32,42,34.702703,41.943277,5,81,298
969,3337,c2ovcn-VOyI,situp,32,42,32.0,34.102102,2,0,63
970,3338,ddMbLgrIrDs,situp,18,28,18.0,28.0,3,0,300
971,3339,diTMC-9r7oA,situp,76,86,76.0,82.406406,3,0,192
972,3340,djaGCdIqCS8,situp,0,10,0.0,9.964805,5,0,298
973,3341,edH0Ao4VYpE,situp,0,10,3.703704,9.976643,3,111,299
974,3342,fABvhbHyEMk,situp,153,163,156.3,163.0,4,99,300
975,3343,gE0UJ9s9m1s,situp,148,158,148.266667,158.0,4,8,300
976,3344,gvJCQSs9aCE,situp,6,16,6.416666,10.3,2,12,129
977,3345,h1XE5yd_0EI,situp,4,14,4.0,13.733333,4,0,291
978,3346,h9nFdMkx4-0,situp,56,66,56.0,61.205205,3,0,156
979,3347,h_HmJ7f7C1I,situp,12,22,12.0,22.0,15,0,300
980,3348,iAqkp5i3F_w,situp,15,25,15.9,22.26,2,27,217
981,3349,kHwmtbitWSI,situp,1,11,1.0,9.44,3,0,253
982,3350,kgPJIPON9S8,situp,5,15,5.965517,13.0,6,28,240
983,3351,koBotGDDDv8,situp,66,76,66.0,75.971943,2,0,299
984,3352,kw01d1Zikhs,situp,1,11,4.033333,11.0,3,90,300
985,3353,k-IuBh4FKac,situp,2,12,2.0,10.566667,3,0,257
986,3354,l2NSwZi6LBA,situp,3,13,3.0,9.17284,2,0,185
987,3355,mF6H2s2cdKo,situp,10,20,10.0,19.976643,4,0,299
988,3356,nhRlRc2KulU,situp,0,10,5.3,10.0,2,159,300
989,3357,oE1nmdIIwTE,situp,7,17,7.0,10.85,3,0,115
990,3358,oE1nmdIIwTE,situp,7,17,11.566667,16.4,4,137,281
991,3359,paEV_gky9Fo,situp,72,82,72.0,74.657352,2,0,79
992,3360,paEV_gky9Fo,situp,72,82,78.217201,81.643347,2,186,289
993,3361,p3hQfrdXDT4,situp,0,10,0.0,7.7,4,0,231
994,3362,q0bQropuof0,situp,5,15,7.1,12.933333,6,62,237
995,3363,sHoNAYAJo5c,situp,10,20,10.5,18.366667,3,15,251
996,3364,uPk43qvZIOs,situp,5,15,9.938272,14.976643,2,148,299
997,3365,vZ2xB0uD4XE,situp,41,51,42.933333,51.0,2,57,300
998,3366,ve7bLWbf9Qw,situp,14,24,14.0,22.88,3,0,266
999,3367,wDEV8CftMsQ,situp,16,26,16.0,20.8,3,0,144
1000,3368,w8eLad3z-Mo,situp,78,88,78.0,88.0,14,0,300
1001,3369,xlq7X5RCAw4,situp,22,32,22.0,32.0,3,0,300
1002,3370,x8yh1RlPZ7o,situp,1,11,1.0,11.0,7,0,300
1003,3371,ycqLXQRsi2E,situp,0,10,1.401401,9.976643,2,42,299
1004,3372,zcjxRLtrAks,situp,0,10,0.0,9.976643,6,0,299
1005,3373,z1Kw1hfUq6U,situp,31,41,31.0,40.766667,3,0,293
1006,3374,0D9Xp8Ke_p0,situp,46,56,46.0,52.285265,3,0,188
1007,3375,1pBelFN3flQ,situp,1,11,1.0,4.843583,3,0,115
1008,3376,1pBelFN3flQ,situp,1,11,7.149733,10.993316,3,184,299
1009,3377,2GuWUPzV8c4,situp,10,20,10.0,16.151986,4,0,184
1010,3378,217592rSS_c,situp,4,14,7.4,14.0,4,102,300
1011,3379,3qjHjdVHxyk,situp,202,212,202.0,211.976643,4,0,299
1012,3380,30ZxADvDeUE,situp,37,47,37.0,41.583333,2,0,137
1013,3381,47OOxr_BG9g,situp,15,25,15.0,22.607608,3,0,228
1014,3382,5LwOO7bzVpc,situp,53,63,53.0,62.033333,2,0,270
1015,3383,5WwkrhXPXxk,situp,1,11,1.0,10.976643,4,0,299
1016,3384,7KAK8rqqhfI,situp,0,10,0.667334,9.976643,4,20,299
1017,3385,8CS5yWowWrQ,situp,255,265,255.0,265.0,6,0,300
1018,3386,9DC0lhuIros,situp,9,19,9.0,14.0,3,0,150
1019,3387,9yTx4Wbvtm8,situp,104,114,105.2,113.683334,2,36,290
1020,3388,-BjJqcqcVrI,situp,23,33,23.0,29.57324,3,0,197
1021,3389,-P-yHNnMUyo,situp,2,12,2.0,12.0,6,0,300
